Barcode	IBET-gradual-TR2-PCR2-041119_S28_R1_001	IBET-gradual-TR2-PCR1-151119_S62_R1_001	ARAC-high-dose-TR1-PCR2-041119_S89_R1_001	DMSO-TR1-PCR2-221119_S33_R1_001	ARAC-high-dose-TR1-PCR1-041119_S87_R1_001	IBET-highdose-TR1-PCR1-081119_S41_R1_001	IBET-gradual-TR2-PCR2-011119_S12_R1_001	DMSO-TR1-PCR1-011119_S2_R1_001	IBET-highdose-TR1-PCR2-041119_S31_R1_001	IBET-highdose-TR2-PCR1-01119_S7_R1_001	IBET-highdose-TR1-PCR1-221119_S65_R1_001	IBET-gradual-TR2-PCR1-081119_S38_R1_001	ARAC-gradual-TR2-PCR2-081119_S52_R1_001	DMSO-TR1-PCR1-221119_S23_R1_001	IBET-highdose-TR2-PCR2-01119_S14_R1_001	DMSO-TR1-PCR2-151119_S69_R1_001	DMSO-TR2-PCR1-221119_S24_R1_001	IBET-gradual-TR1-PCR2-081119_S49_R1_001	DMSO-TR2-PCR1-041119_S16_R1_001	ARAC-gradual-TR1-PCR1-081119_S39_R1_001	DMSO-TR2-PCR1-011119_S3_R1_001	ARAC-gradual-TR1-PCR2-151119_S73_R1_001	DMSO-TR1-PCR1-151119_S59_R1_001	DMSO-TR2-PCR2-081119_S48_R1_001	ARAC-gradual-TR2-PCR2-011119_S82_R1_001	DMSO-TR1-PCR2-041119_S25_R1_001	IBET-highdose-TR2-PCR2-04119_S32_R1_001	ARAC-gradual-TR2-PCR1-081119_S40_R1_001	IBET-gradual-TR1-PCR1-151119_S61_R1_001	IBET-gradual-TR2-PCR2-151119_S72_R1_001	ARAC-gradual-TR1-PCR1-221119_S43_R1_001	ARAC-gradual-TR2-PCR1-151119_S64_R1_001	IBET-gradual-TR2-PCR1-221119_S44_R1_001	ARAC-gradual-TR2-PCR1-041119_S20_R1_001	ARAC-gradual-TR1-PCR2-041119_S29_R1_001	ARAC-high-dose-TR2-PCR2-011119_S86_R1_001	ARAC-gradual-TR1-PCR1-011119_S79_R1_001	DMSO-TR2-PCR2-011119_S10_R1_001	ARAC-gradual-TR1-PCR2-221119_S55_R1_001	ARAC-high-dose-TR2-PCR1-011119_S84_R1_001	IBET-highdose-TR1-PCR2-081119_S53_R1_001	DMSO-TR1-PCR1-081119_S35_R1_001	IBET-gradual-TR2-PCR1-011119_S5_R1_001	ARAC-gradual-TR2-PCR2-041119_S30_R1_001	DMSO-TR2-PCR2-151119_S70_R1_001	IBET-highdose-TR2-PCR2-221119_S76_R1_001	IBET-gradual-TR1-PCR2-221119_S57_R1_001	IBET-gradual-TR1-PCR1-041119_S17_R1_001	DMSO-TR2-PCR2-221119_S34_R1_001	DMSO-TR2-PCR1-081119_S36_R1_001	ARAC-gradual-TR2-PCR1-221119_S46_R1_001	DMSO-TR1-PCR1-041119_S15_R1_001	DMSO-TR2-PCR2-041119_S26_R1_001	IBET-gradual-TR1-PCR2-151119_S71_R1_001	IBET-gradual-TR2-PCR1-041119_S18_R1_001	IBET-gradual-TR1-PCR1-081119_S37_R1_001	ARAC-gradual-TR2-PCR2-151119_S74_R1_001	IBET-highdose-TR2-PCR1-08119_S42_R1_001	DMSO-TR1-PCR2-081119_S47_R1_001	IBET-gradual-TR1-PCR2-011119_S11_R1_001	IBET-highdose-TR1-PCR1-041119_S21_R1_001	ARAC-gradual-TR2-PCR1-011119_S80_R1_001	IBET-gradual-TR2-PCR2-221119_S56_R1_001	ARAC-gradual-TR2-PCR2-221119_S58_R1_001	IBET-highdose-TR1-PCR2-221119_S75_R1_001	ARAC-gradual-TR1-PCR2-081119_S51_R1_001	ARAC-high-dose-TR2-PCR1-041119_S88_R1_001	ARAC-high-dose-TR2-PCR2-041119_S90_R1_001	ARAC-gradual-TR1-PCR1-041119_S19_R1_001	ARAC-high-dose-TR1-PCR2-011119_S85_R1_001	ARAC-high-dose-TR1-PCR1-011119_S83_R1_001	TP0-baseline-PCR2_S8_R1_001	IBET-highdose-TR1-PCR2-011119_S13_R1_001	IBET-gradual-TR1-PCR1-011119_S4_R1_001	DMSO-TR1-PCR2-011119_S9_R1_001	IBET-gradual-TR1-PCR2-041119_S27_R1_001	IBET-highdose-TR2-PCR2-08119_S54_R1_001	ARAC-gradual-TR1-PCR1-151119_S63_R1_001	TP0-baseline-PCR1_S1_R1_001	IBET-gradual-TR2-PCR2-081119_S50_R1_001	IBET-highdose-TR2-PCR1-04119_S22_R1_001	ARAC-gradual-TR1-PCR2-011119_S81_R1_001	IBET-gradual-TR1-PCR1-221119_S45_R1_001	IBET-highdose-TR1-PCR1-011119_S6_R1_001	IBET-highdose-TR2-PCR1-221119_S66_R1_001	DMSO-TR2-PCR1-151119_S60_R1_001
BFP_Barcode_154149	17	0	0	235	1	128	1876	1462	950	1013	0	109	333	224	1415	472	581	133	2057	0	1854	0	431	1227	928	893	325	362	0	0	0	214	3	3	0	0	196	1697	0	0	191	794	1918	3	1168	4	0	435	591	1042	4	915	1743	3	17	105	175	117	811	1860	978	1052	3	7	0	1	2	5	1	275	696	1832	1682	2301	1062	380	40	0	1910	109	412	493	0	2169	3	1147
BFP_Barcode_154206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BFP_Barcode_154223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154313	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15445	0	0	0	0	0	0	30	85	10	33	0	2	0	0	13	4	10	0	14	0	60	0	16	13	0	67	2	0	0	0	0	0	0	0	0	0	24	79	0	0	0	14	25	0	23	0	0	5	16	23	0	30	30	0	0	9	0	0	25	42	0	0	0	0	0	0	0	0	0	0	13	120	14	51	48	6	0	0	103	1	4	0	0	16	0	17
BFP_Barcode_154458	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154637	4	0	0	185	0	6	638	850	105	261	0	64	0	205	269	177	425	47	977	0	991	0	237	528	0	772	87	0	0	0	0	0	2	0	0	0	3	889	0	0	6	426	593	0	598	1	0	168	472	496	0	811	829	0	11	41	0	32	491	678	98	1	0	0	0	0	92	0	0	298	192	1845	276	728	813	104	9	0	1640	36	96	189	0	284	1	677
BFP_Barcode_154716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154774	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	163	0	0	0	0
BFP_Barcode_154922	6	0	0	42	0	0	226	247	176	274	0	14	0	13	261	21	72	17	308	0	280	0	74	250	0	246	81	0	0	0	0	0	1	0	0	0	1	321	0	0	0	295	278	0	285	0	0	91	69	259	0	272	307	0	6	9	0	5	306	308	142	6	1	0	0	0	1	0	0	1	65	610	322	355	224	65	13	0	555	6	138	62	0	344	1	253
BFP_Barcode_154928	6	0	0	72	0	124	868	2899	294	783	0	52	1402	65	645	208	17	121	1238	226	1856	0	236	425	2376	1673	214	1117	0	0	0	678	1	24	2	0	1623	1691	0	168	116	923	782	19	178	1	0	210	19	479	123	1605	941	0	4	84	602	132	1085	787	310	2803	3	108	0	308	6	1	2	394	533	3012	621	956	2138	174	132	0	2923	27	262	2080	0	829	2	220
BFP_Barcode_154953	0	0	0	0	0	0	20	26	0	25	0	3	0	0	24	0	0	0	5	0	14	0	0	0	0	7	21	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	17	0	0	0	0	3	0	0	0	1	1	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	1	0	7	39	0	13	7	3	8	0	17	0	9	0	0	0	0	0
BFP_Barcode_154974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_154993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155127	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	1	6	0	0	0	0	0	0	2	0	2	0	0	0	0	0
BFP_Barcode_155150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BFP_Barcode_1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155241	0	0	0	0	0	0	0	0	0	37	0	0	0	0	30	0	0	2	0	0	48	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	26	0	0	18	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	10	1	2	0	0	0	0	0	0	0	0	11	89	24	6	0	0	38	0	78	0	55	0	0	20	0	0
BFP_Barcode_15528	0	0	0	0	0	0	153	122	3	88	0	0	0	0	42	0	0	0	298	0	291	0	0	100	156	157	0	0	0	0	0	0	2	0	0	0	27	352	0	0	0	0	174	0	0	0	0	14	0	118	0	132	229	0	1	4	0	0	9	111	11	80	0	0	0	0	2	0	0	423	28	452	37	193	88	10	7	0	475	4	0	14	0	112	0	0
BFP_Barcode_155319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155341	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155369	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BFP_Barcode_155461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
BFP_Barcode_155567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155661	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_15567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155747	0	0	0	0	0	12	16	0	5	32	0	0	0	0	28	0	0	0	0	0	16	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	4	93	8	11	0	1	0	0	118	0	10	0	0	2	0	0
BFP_Barcode_155769	3	2	0	0	0	116	242	144	204	135	0	28	0	1	111	4	0	58	90	0	76	0	5	37	0	136	91	0	0	6	0	0	0	0	0	383	264	65	0	0	80	20	293	0	5	0	0	49	0	18	0	96	58	0	9	38	0	95	25	208	247	330	1	0	0	0	0	0	0	337	122	375	333	206	133	64	90	0	300	33	89	351	0	266	0	21
BFP_Barcode_155802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0
BFP_Barcode_155816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155868	1	0	0	0	0	0	197	156	22	113	0	0	0	0	108	5	6	1	75	0	86	0	11	18	396	90	25	0	0	0	0	0	0	0	0	0	64	114	0	0	0	83	248	0	21	0	0	19	9	11	0	107	55	0	2	6	0	0	32	145	28	271	0	0	0	0	0	0	0	3	41	339	68	185	172	12	0	0	282	2	14	0	0	133	0	27
BFP_Barcode_1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFP_Barcode_155919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
